user_id,pages_viewed,time_spent,cart_additions,previous_purchases,total_sessions,session_duration,product_category,device_type,traffic_source,purchase
2372,14,453,0,7,11,846,Home,Tablet,Email,1
2373,5,122,0,8,19,454,Electronics,Tablet,Social Media,0
2374,18,214,1,5,11,109,Beauty,Desktop,Social Media,0
2375,5,414,2,0,2,724,Books,Mobile,Organic,0
2376,3,206,4,3,15,383,Electronics,Mobile,Email,0
2377,5,124,0,5,5,648,Clothing,Tablet,Email,0
2378,17,130,2,5,18,695,Electronics,Desktop,Ads,0
2379,19,74,4,7,16,322,Beauty,Desktop,Ads,1
2380,19,285,3,0,4,746,Home,Tablet,Referral,1
2381,12,248,2,1,10,145,Beauty,Tablet,Social Media,0
2382,9,311,2,1,2,558,Sports,Mobile,Organic,0
2383,1,401,2,5,15,509,Books,Desktop,Social Media,0
2384,18,531,3,6,4,317,Books,Tablet,Email,1
2385,4,378,3,1,16,697,Books,Desktop,Referral,0
2386,10,242,2,4,7,506,Sports,Tablet,Social Media,0
2387,7,204,1,5,12,54,Sports,Mobile,Referral,0
2388,1,21,0,3,3,460,Home,Tablet,Social Media,0
2389,17,186,3,0,17,307,Books,Mobile,Email,0
2390,2,226,1,2,9,346,Beauty,Mobile,Email,0
2391,11,20,3,9,8,667,Sports,Tablet,Social Media,0
2392,9,455,2,8,6,841,Beauty,Tablet,Organic,1
2393,7,173,1,5,15,387,Clothing,Mobile,Email,0
2394,17,560,4,1,10,305,Books,Desktop,Ads,1
2395,17,62,0,8,6,719,Sports,Desktop,Organic,0
2396,2,227,0,3,15,373,Sports,Mobile,Social Media,0
2397,6,369,3,7,14,460,Home,Mobile,Organic,0
2398,14,394,0,9,19,588,Beauty,Tablet,Ads,0
2399,6,65,4,6,13,741,Home,Tablet,Email,0
2400,2,127,1,2,14,592,Home,Mobile,Email,0
2401,1,262,1,7,3,468,Beauty,Mobile,Email,0
2402,10,189,2,3,4,491,Clothing,Desktop,Ads,0
2403,5,424,1,1,14,836,Beauty,Desktop,Organic,0
2404,2,244,3,4,14,299,Clothing,Desktop,Social Media,0
2405,16,89,4,0,8,738,Home,Mobile,Social Media,0
2406,2,31,2,7,10,460,Clothing,Mobile,Organic,0
2407,10,486,3,7,9,50,Books,Desktop,Email,1
2408,2,449,3,2,14,172,Clothing,Desktop,Social Media,0
2409,16,579,3,0,8,789,Clothing,Tablet,Email,1
2410,16,102,0,3,11,897,Sports,Tablet,Referral,0
2411,19,201,3,8,10,382,Sports,Mobile,Referral,1
2412,7,112,0,8,18,494,Home,Tablet,Social Media,0
2413,12,405,1,0,4,497,Beauty,Mobile,Organic,0
2414,15,16,0,6,4,542,Clothing,Mobile,Organic,0
2415,8,576,3,5,12,493,Books,Mobile,Organic,1
2416,6,240,4,6,18,879,Sports,Desktop,Email,0
2417,10,583,4,6,8,423,Beauty,Tablet,Referral,1
2418,3,249,1,7,3,815,Books,Tablet,Email,0
2419,19,99,3,7,18,782,Clothing,Tablet,Ads,1
2420,17,241,0,9,7,87,Beauty,Tablet,Ads,1
2421,7,466,4,1,1,155,Books,Desktop,Social Media,0
2422,4,242,2,3,13,870,Electronics,Tablet,Ads,0
2423,14,363,3,3,3,490,Books,Tablet,Organic,0
2424,15,342,3,9,3,81,Books,Desktop,Social Media,1
2425,8,448,2,7,15,764,Clothing,Tablet,Referral,1
2426,15,384,4,2,19,843,Beauty,Tablet,Referral,0
2427,14,301,2,2,4,298,Clothing,Desktop,Ads,0
2428,9,354,1,1,13,125,Clothing,Desktop,Ads,0
2429,8,437,0,0,13,302,Electronics,Desktop,Referral,0
2430,17,139,0,7,15,352,Books,Desktop,Ads,0
2431,2,150,4,8,19,602,Beauty,Mobile,Ads,0
2432,3,424,2,8,16,862,Home,Desktop,Email,0
2433,8,102,3,7,7,722,Sports,Tablet,Referral,0
2434,12,293,3,4,3,162,Clothing,Tablet,Referral,1
2435,1,232,3,0,2,118,Clothing,Tablet,Ads,0
2436,10,472,1,8,18,714,Clothing,Tablet,Organic,1
2437,3,554,1,5,11,853,Clothing,Mobile,Email,1
2438,6,285,3,6,1,34,Sports,Mobile,Organic,0
2439,7,149,4,7,16,386,Home,Mobile,Ads,0
2440,18,366,1,4,17,372,Electronics,Tablet,Referral,1
2441,11,32,1,5,16,233,Home,Tablet,Organic,0
2442,19,279,0,6,10,703,Sports,Desktop,Social Media,0
2443,5,342,0,6,17,602,Beauty,Desktop,Organic,0
2444,19,94,4,1,3,500,Electronics,Tablet,Referral,1
2445,11,40,1,0,18,493,Electronics,Desktop,Ads,0
2446,12,249,1,7,19,526,Beauty,Desktop,Organic,0
2447,10,372,2,4,14,731,Books,Tablet,Ads,0
2448,8,398,4,9,2,866,Clothing,Mobile,Email,1
2449,9,308,4,1,12,92,Sports,Tablet,Social Media,0
2450,4,380,2,2,11,585,Beauty,Tablet,Referral,0
2451,5,108,2,5,17,268,Home,Desktop,Referral,0
2452,8,56,0,9,6,569,Home,Desktop,Ads,0
2453,9,431,4,5,19,227,Books,Tablet,Social Media,1
2454,15,489,4,7,13,810,Beauty,Mobile,Referral,1
2455,15,588,2,4,7,712,Sports,Tablet,Organic,1
2456,16,71,3,4,11,59,Books,Mobile,Referral,1
2457,14,118,3,6,7,695,Books,Mobile,Organic,0
2458,8,558,0,9,13,238,Books,Tablet,Referral,1
2459,18,128,3,4,13,92,Electronics,Tablet,Organic,0
2460,10,391,3,8,1,870,Electronics,Tablet,Email,1
2461,6,401,3,5,19,86,Clothing,Mobile,Ads,0
2462,12,61,1,6,19,861,Sports,Desktop,Email,0
2463,2,298,0,7,15,749,Home,Mobile,Organic,0
2464,7,346,2,4,14,462,Home,Mobile,Ads,0
2465,16,213,3,3,3,337,Clothing,Mobile,Social Media,0
2466,3,247,1,7,4,604,Home,Desktop,Organic,0
2467,13,391,3,9,7,789,Books,Mobile,Referral,1
2468,3,145,1,8,1,495,Clothing,Mobile,Referral,0
2469,18,416,0,0,19,682,Clothing,Mobile,Social Media,0
2470,11,517,3,2,3,634,Beauty,Desktop,Email,0
2471,8,371,1,3,15,136,Electronics,Mobile,Organic,0
2472,6,390,4,6,13,629,Sports,Desktop,Referral,1
2473,1,585,4,5,14,330,Sports,Desktop,Ads,1
2474,1,263,1,9,7,649,Electronics,Tablet,Social Media,0
2475,8,486,3,9,1,75,Books,Tablet,Email,1
2476,5,123,3,0,13,106,Sports,Tablet,Email,0
2477,16,29,0,3,4,758,Home,Desktop,Ads,0
2478,11,537,0,5,12,198,Home,Tablet,Ads,1
2479,5,154,2,2,7,843,Sports,Tablet,Social Media,0
2480,4,217,0,1,2,158,Beauty,Tablet,Ads,0
2481,6,540,3,1,17,742,Sports,Desktop,Referral,0
2482,14,385,2,9,1,737,Clothing,Mobile,Email,1
2483,19,513,0,3,14,889,Books,Tablet,Ads,1
2484,9,175,1,0,1,297,Clothing,Tablet,Organic,0
2485,12,559,4,9,3,629,Electronics,Tablet,Ads,1
2486,11,190,0,1,11,794,Books,Tablet,Email,0
2487,14,453,0,9,7,779,Books,Desktop,Referral,1
2488,16,341,1,1,9,614,Home,Mobile,Ads,0
2489,1,512,3,3,3,448,Books,Mobile,Referral,0
2490,13,88,1,3,1,899,Beauty,Tablet,Organic,0
2491,13,594,0,0,19,896,Sports,Mobile,Email,0
2492,2,405,3,6,2,190,Clothing,Tablet,Social Media,0
2493,4,112,2,6,5,87,Home,Tablet,Email,0
2494,6,411,0,9,17,413,Home,Mobile,Social Media,0
2495,5,233,1,9,19,832,Beauty,Mobile,Social Media,0
2496,3,527,2,9,5,539,Beauty,Desktop,Email,1
2497,1,245,4,0,14,459,Beauty,Tablet,Social Media,0
2498,4,436,2,7,10,369,Beauty,Mobile,Referral,0
2499,2,125,1,9,7,607,Clothing,Desktop,Organic,0
2500,5,172,2,6,8,55,Beauty,Mobile,Ads,0
2501,3,235,1,6,8,839,Home,Mobile,Social Media,0
2502,9,239,0,5,7,618,Home,Tablet,Social Media,0
2503,6,191,3,3,13,827,Books,Desktop,Email,0
2504,18,258,4,7,14,401,Sports,Tablet,Referral,1
2505,6,327,3,1,19,65,Home,Mobile,Ads,0
2506,19,219,3,6,11,560,Home,Desktop,Social Media,1
2507,12,401,3,2,2,819,Clothing,Tablet,Referral,1
2508,11,105,1,2,17,862,Books,Desktop,Ads,0
2509,2,95,1,6,6,854,Home,Mobile,Email,0
2510,15,424,4,2,9,296,Electronics,Desktop,Social Media,1
2511,12,403,1,4,19,823,Home,Mobile,Email,0
2512,12,510,1,7,5,461,Sports,Tablet,Email,1
2513,9,591,1,3,9,48,Sports,Mobile,Social Media,0
2514,2,142,1,6,7,368,Books,Mobile,Referral,0
2515,3,323,0,6,4,169,Books,Desktop,Referral,0
2516,12,230,4,1,18,96,Beauty,Desktop,Email,0
2517,16,447,1,7,18,853,Clothing,Tablet,Email,1
2518,1,55,4,9,17,559,Sports,Desktop,Organic,0
2519,3,201,2,9,4,398,Electronics,Tablet,Ads,0
2520,2,529,0,8,16,290,Electronics,Mobile,Email,0
2521,9,388,1,5,5,653,Beauty,Mobile,Email,0
2522,19,343,0,4,9,656,Clothing,Desktop,Ads,0
2523,15,48,0,0,2,707,Clothing,Mobile,Social Media,0
2524,18,302,2,0,2,608,Books,Mobile,Referral,0
2525,11,171,4,8,4,796,Home,Tablet,Social Media,1
2526,16,340,0,3,17,611,Electronics,Desktop,Ads,0
2527,17,113,3,0,19,849,Electronics,Tablet,Ads,0
2528,5,170,2,9,3,232,Electronics,Mobile,Organic,0
2529,12,63,3,2,5,668,Electronics,Mobile,Organic,0
2530,11,43,2,5,10,439,Sports,Mobile,Referral,0
2531,15,251,3,7,6,862,Clothing,Desktop,Email,1
2532,3,122,3,9,3,109,Home,Mobile,Ads,0
2533,1,327,0,1,17,717,Sports,Mobile,Organic,0
2534,16,32,0,7,10,142,Clothing,Tablet,Social Media,0
2535,2,567,2,0,12,652,Beauty,Desktop,Organic,0
2536,2,127,4,1,1,850,Electronics,Mobile,Social Media,0
2537,3,221,0,7,18,166,Home,Tablet,Organic,0
2538,8,427,0,6,19,674,Clothing,Mobile,Social Media,0
2539,15,122,1,4,4,869,Beauty,Tablet,Organic,0
2540,7,53,0,9,15,218,Electronics,Mobile,Organic,0
2541,6,137,4,1,9,306,Beauty,Desktop,Referral,0
2542,9,167,1,8,6,766,Beauty,Desktop,Email,0
2543,1,403,3,4,12,132,Sports,Tablet,Ads,0
2544,8,521,3,7,18,136,Beauty,Mobile,Email,1
2545,3,54,1,3,15,604,Sports,Desktop,Referral,0
2546,4,117,1,8,19,786,Books,Mobile,Social Media,0
2547,15,228,1,9,9,202,Sports,Desktop,Email,0
2548,6,452,2,6,13,874,Beauty,Tablet,Ads,0
2549,15,324,4,1,16,360,Clothing,Desktop,Ads,0
2550,3,186,4,2,13,751,Beauty,Mobile,Social Media,0
2551,14,237,3,1,1,220,Beauty,Mobile,Ads,0
2552,14,276,3,4,18,699,Clothing,Mobile,Referral,1
2553,4,388,3,1,3,860,Electronics,Tablet,Email,0
2554,12,498,0,4,17,254,Home,Tablet,Ads,0
2555,17,299,3,8,5,713,Books,Mobile,Email,1
2556,7,366,1,1,6,352,Electronics,Mobile,Organic,0
2557,9,213,3,8,17,537,Beauty,Desktop,Email,0
2558,3,222,1,6,17,577,Electronics,Desktop,Social Media,0
2559,13,561,2,6,1,163,Home,Desktop,Referral,1
2560,15,332,0,4,7,66,Electronics,Mobile,Ads,0
2561,18,190,0,7,16,122,Home,Desktop,Referral,0
2562,19,508,4,6,5,104,Electronics,Mobile,Email,1
2563,1,329,2,5,16,785,Sports,Tablet,Ads,0
2564,6,92,1,1,4,212,Beauty,Desktop,Referral,0
2565,2,312,2,5,11,746,Home,Mobile,Social Media,0
2566,14,271,0,1,14,488,Books,Mobile,Organic,0
2567,6,209,1,0,13,728,Beauty,Tablet,Organic,0
2568,14,249,2,8,8,707,Sports,Tablet,Social Media,1
2569,4,304,0,4,15,656,Electronics,Tablet,Organic,0
2570,8,521,1,9,18,438,Beauty,Tablet,Social Media,1
2571,3,405,1,9,7,236,Electronics,Desktop,Email,0
2572,19,147,0,3,19,274,Electronics,Tablet,Social Media,0
2573,14,138,1,7,9,362,Beauty,Mobile,Organic,0
2574,17,58,0,4,11,702,Home,Mobile,Email,0
2575,8,302,3,6,10,554,Home,Mobile,Social Media,0
2576,14,545,3,2,14,323,Beauty,Mobile,Social Media,1
2577,6,320,1,7,16,777,Home,Mobile,Email,0
2578,16,546,1,7,8,302,Clothing,Tablet,Ads,1
2579,19,243,0,2,1,408,Electronics,Mobile,Organic,0
2580,14,218,1,8,12,655,Beauty,Tablet,Ads,0
2581,19,103,4,7,3,693,Books,Tablet,Email,1
2582,3,336,3,0,2,55,Sports,Tablet,Email,0
2583,10,234,1,7,16,709,Beauty,Tablet,Referral,0
2584,19,20,1,3,4,573,Beauty,Desktop,Referral,0
2585,9,338,2,5,2,762,Electronics,Desktop,Email,0
2586,13,21,1,9,12,747,Sports,Desktop,Referral,0
2587,7,44,4,8,17,883,Electronics,Desktop,Social Media,0
2588,14,456,3,4,10,639,Books,Desktop,Ads,0
2589,9,461,2,6,8,120,Home,Mobile,Email,1
2590,19,229,0,0,18,505,Beauty,Desktop,Social Media,0
2591,15,450,0,8,18,755,Electronics,Mobile,Organic,1
2592,14,544,3,5,18,217,Books,Mobile,Organic,1
2593,6,238,0,3,2,598,Books,Tablet,Referral,0
2594,4,353,4,5,12,648,Clothing,Tablet,Referral,0
2595,8,89,1,4,10,224,Beauty,Tablet,Social Media,0
2596,17,362,3,2,8,563,Books,Desktop,Organic,1
2597,9,405,2,6,19,727,Home,Mobile,Email,0
2598,1,299,1,2,10,114,Electronics,Desktop,Ads,0
2599,14,464,0,1,11,621,Electronics,Tablet,Referral,0
2600,11,137,0,3,14,870,Clothing,Tablet,Social Media,0
2601,3,552,2,6,15,106,Home,Mobile,Referral,1
2602,9,368,4,4,10,359,Books,Mobile,Social Media,0
2603,14,536,2,8,4,412,Clothing,Tablet,Organic,1
2604,9,322,3,9,7,462,Books,Desktop,Referral,1
2605,4,84,2,6,11,406,Books,Desktop,Social Media,0
2606,4,555,0,8,3,370,Beauty,Mobile,Social Media,0
2607,8,205,4,8,5,206,Sports,Tablet,Referral,1
2608,2,38,4,1,2,455,Books,Desktop,Ads,0
2609,9,25,2,0,12,453,Electronics,Mobile,Email,0
2610,14,432,3,3,5,203,Books,Mobile,Organic,1
2611,9,598,0,3,7,435,Clothing,Mobile,Referral,0
2612,16,414,1,1,4,111,Books,Desktop,Referral,0
2613,17,540,4,2,11,50,Electronics,Mobile,Ads,1
2614,16,86,2,2,9,720,Electronics,Desktop,Organic,0
2615,12,238,3,4,4,427,Clothing,Mobile,Referral,0
2616,3,306,3,0,9,359,Electronics,Desktop,Ads,0
2617,11,519,0,8,12,254,Home,Tablet,Email,0
2618,14,582,4,7,16,806,Home,Desktop,Social Media,1
2619,18,547,0,7,1,431,Sports,Tablet,Email,1
2620,5,592,1,2,8,810,Home,Mobile,Email,0
2621,16,335,1,1,1,792,Clothing,Desktop,Email,0
2622,5,372,1,0,19,814,Books,Mobile,Email,0
2623,3,368,3,5,4,884,Home,Tablet,Social Media,0
2624,12,333,4,9,14,467,Sports,Mobile,Organic,1
2625,1,335,0,0,14,301,Beauty,Mobile,Organic,0
2626,9,174,0,4,9,309,Beauty,Mobile,Ads,0
2627,9,582,1,8,9,252,Clothing,Tablet,Ads,1
2628,4,464,4,8,17,616,Sports,Tablet,Referral,0
2629,3,162,4,3,15,692,Home,Desktop,Email,0
2630,17,136,2,6,10,538,Sports,Desktop,Email,0
2631,2,202,4,6,17,371,Electronics,Desktop,Social Media,0
2632,1,539,4,3,9,646,Sports,Desktop,Email,0
2633,8,19,0,4,4,71,Home,Mobile,Social Media,0
2634,13,101,4,8,14,205,Clothing,Tablet,Referral,1
2635,15,148,4,6,3,274,Electronics,Tablet,Ads,0
2636,8,490,0,6,12,282,Sports,Mobile,Ads,0
2637,12,458,4,9,1,303,Beauty,Desktop,Referral,1
2638,12,342,0,6,1,363,Home,Tablet,Referral,0
2639,14,349,2,8,13,633,Clothing,Mobile,Email,1
2640,15,61,3,4,14,40,Books,Mobile,Ads,0
2641,15,475,0,5,16,181,Home,Desktop,Organic,0
2642,9,484,0,2,7,218,Sports,Desktop,Referral,0
2643,19,410,4,0,10,705,Clothing,Tablet,Ads,1
2644,8,448,0,1,15,667,Beauty,Tablet,Ads,0
2645,19,518,1,7,8,240,Electronics,Desktop,Social Media,1
2646,6,162,1,0,11,126,Sports,Tablet,Ads,0
2647,19,523,2,9,14,850,Clothing,Desktop,Referral,1
2648,4,512,0,6,13,368,Electronics,Mobile,Email,0
2649,7,15,4,4,13,76,Clothing,Mobile,Ads,0
2650,4,509,4,5,9,849,Books,Mobile,Organic,0
2651,12,127,3,7,17,765,Sports,Tablet,Referral,1
2652,13,494,2,3,18,86,Clothing,Desktop,Email,1
2653,3,477,4,5,19,104,Beauty,Mobile,Email,0
2654,12,170,3,2,13,283,Clothing,Mobile,Referral,0
2655,2,279,4,6,12,692,Sports,Tablet,Email,0
2656,2,65,3,1,8,600,Clothing,Tablet,Organic,0
2657,9,237,1,7,11,866,Electronics,Mobile,Ads,0
2658,1,158,1,6,7,627,Electronics,Tablet,Referral,0
2659,8,55,4,7,1,199,Books,Tablet,Ads,0
2660,6,153,2,1,10,175,Home,Tablet,Ads,0
2661,6,349,0,2,15,868,Books,Tablet,Email,0
2662,18,422,2,3,4,62,Home,Desktop,Referral,1
2663,17,529,2,8,1,544,Beauty,Tablet,Ads,1
2664,12,353,0,4,11,825,Electronics,Tablet,Social Media,0
2665,6,396,1,5,5,286,Home,Desktop,Organic,0
2666,8,482,1,0,19,155,Clothing,Tablet,Email,0
2667,19,284,0,3,19,142,Beauty,Tablet,Referral,0
2668,10,362,3,3,4,844,Sports,Mobile,Referral,0
2669,1,75,2,9,2,834,Home,Mobile,Email,0
2670,13,88,4,7,7,371,Books,Mobile,Ads,0
2671,17,211,1,7,13,77,Home,Desktop,Email,0
2672,3,567,4,9,12,393,Books,Tablet,Referral,1
2673,8,122,0,5,2,816,Books,Desktop,Social Media,0
2674,14,100,4,7,9,427,Electronics,Desktop,Ads,1
2675,3,150,4,8,16,224,Beauty,Tablet,Email,0
2676,16,298,2,4,8,880,Books,Tablet,Referral,0
2677,13,598,0,0,18,766,Electronics,Mobile,Referral,0
2678,17,420,4,0,4,754,Electronics,Tablet,Referral,1
2679,13,386,1,1,11,350,Books,Desktop,Social Media,0
2680,6,393,0,1,17,823,Beauty,Mobile,Ads,0
2681,17,161,1,4,8,167,Clothing,Desktop,Email,0
2682,14,328,3,6,19,384,Home,Tablet,Ads,1
2683,17,378,4,6,8,874,Electronics,Mobile,Referral,1
2684,8,569,0,3,6,99,Home,Tablet,Social Media,0
2685,11,471,1,3,2,840,Beauty,Mobile,Social Media,0
2686,1,21,4,9,15,611,Clothing,Mobile,Referral,0
2687,7,165,2,2,1,512,Sports,Mobile,Ads,0
2688,17,486,1,1,6,749,Clothing,Tablet,Ads,0
2689,10,410,1,2,19,741,Beauty,Mobile,Social Media,0
2690,11,186,3,7,4,88,Clothing,Mobile,Organic,0
2691,9,350,2,0,13,800,Sports,Tablet,Social Media,0
2692,9,66,3,3,15,418,Electronics,Desktop,Social Media,0
2693,5,457,2,6,9,882,Clothing,Tablet,Email,0
2694,17,212,1,4,3,380,Books,Tablet,Social Media,0
2695,9,211,3,1,2,875,Books,Mobile,Organic,0
2696,17,339,4,0,16,898,Beauty,Tablet,Social Media,1
2697,19,372,2,5,18,368,Clothing,Tablet,Ads,1
2698,7,463,1,4,18,706,Sports,Tablet,Email,0
2699,9,365,0,2,6,786,Beauty,Mobile,Email,0
2700,7,225,2,8,18,625,Clothing,Tablet,Social Media,0
2701,13,564,2,2,11,465,Beauty,Mobile,Email,1
2702,11,32,4,1,7,479,Books,Tablet,Email,0
2703,14,164,2,4,14,406,Sports,Mobile,Social Media,0
2704,19,195,2,8,18,420,Electronics,Mobile,Organic,1
2705,11,258,4,7,7,510,Sports,Tablet,Social Media,0
2706,13,143,4,5,10,850,Electronics,Desktop,Ads,0
2707,14,330,3,2,8,143,Home,Tablet,Referral,1
2708,13,399,1,5,14,775,Books,Desktop,Organic,0
2709,1,443,1,4,18,803,Books,Mobile,Social Media,0
2710,8,31,3,0,5,201,Books,Desktop,Organic,0
2711,12,134,1,4,14,47,Sports,Desktop,Referral,0
2712,19,88,2,6,10,264,Electronics,Mobile,Email,1
2713,12,60,3,8,15,339,Home,Desktop,Email,0
2714,8,185,3,0,6,698,Home,Tablet,Referral,0
2715,8,262,1,2,9,752,Home,Desktop,Email,0
2716,13,255,0,7,10,310,Beauty,Mobile,Organic,0
2717,12,115,1,5,17,860,Sports,Desktop,Email,0
2718,16,202,0,4,1,225,Sports,Mobile,Referral,0
2719,1,325,3,9,14,144,Books,Mobile,Referral,0
2720,13,311,0,1,4,426,Sports,Tablet,Referral,0
2721,7,557,2,2,2,701,Sports,Mobile,Ads,0
2722,5,277,4,1,3,696,Beauty,Desktop,Organic,0
2723,8,179,0,0,7,592,Sports,Tablet,Referral,0
2724,14,560,4,6,14,447,Electronics,Tablet,Organic,1
2725,13,464,2,2,12,313,Home,Desktop,Ads,0
2726,15,301,4,6,19,614,Beauty,Desktop,Organic,1
2727,17,573,2,6,18,357,Beauty,Tablet,Social Media,1
2728,15,150,4,7,15,370,Books,Mobile,Ads,1
2729,18,155,4,0,1,651,Sports,Tablet,Ads,0
2730,18,434,1,4,3,827,Home,Tablet,Email,0
2731,2,323,0,9,15,250,Electronics,Tablet,Referral,0
2732,4,193,4,8,4,38,Home,Mobile,Ads,1
2733,1,137,3,6,15,111,Clothing,Desktop,Organic,0
2734,4,296,1,0,10,861,Home,Desktop,Social Media,0
2735,18,262,0,7,6,323,Electronics,Desktop,Organic,0
2736,5,395,1,2,13,404,Electronics,Mobile,Organic,0
2737,19,239,0,3,7,563,Electronics,Mobile,Social Media,0
2738,15,280,2,3,1,444,Beauty,Desktop,Email,0
2739,8,424,4,9,11,128,Beauty,Desktop,Referral,1
2740,17,207,3,7,14,711,Clothing,Desktop,Ads,1
2741,1,332,1,0,6,731,Home,Desktop,Referral,0
2742,12,65,1,7,5,647,Sports,Mobile,Email,0
2743,19,212,1,8,19,861,Books,Desktop,Social Media,1
2744,15,147,1,8,19,806,Clothing,Tablet,Referral,0
2745,9,431,4,4,13,411,Sports,Desktop,Organic,1
2746,7,66,0,3,7,892,Sports,Mobile,Ads,0
2747,2,571,4,3,8,533,Clothing,Tablet,Ads,0
2748,9,80,2,8,14,476,Home,Tablet,Email,0
2749,10,381,4,7,19,709,Books,Tablet,Email,1
2750,2,523,4,9,19,373,Sports,Mobile,Social Media,1
2751,19,93,2,9,12,454,Beauty,Desktop,Email,1
2752,11,52,4,6,9,654,Beauty,Mobile,Referral,0
2753,13,142,0,2,14,869,Clothing,Mobile,Ads,0
2754,10,404,3,3,6,335,Books,Tablet,Social Media,1
2755,14,74,2,8,15,177,Books,Tablet,Email,0
2756,18,299,1,7,13,878,Sports,Mobile,Organic,1
2757,19,385,0,0,7,761,Clothing,Tablet,Ads,0
2758,9,476,3,2,11,483,Books,Mobile,Social Media,1
2759,7,222,0,9,10,62,Books,Tablet,Ads,0
2760,3,157,0,1,1,761,Beauty,Desktop,Referral,0
2761,6,582,1,1,7,530,Clothing,Desktop,Email,0
2762,2,480,3,7,18,348,Sports,Desktop,Email,1
2763,6,158,0,5,3,726,Sports,Tablet,Email,0
2764,3,97,1,5,9,222,Beauty,Tablet,Organic,0
2765,16,333,2,3,5,209,Electronics,Desktop,Referral,0
2766,8,405,1,0,13,896,Electronics,Mobile,Organic,0
2767,2,413,4,6,16,547,Books,Mobile,Referral,0
2768,17,91,1,7,16,420,Home,Desktop,Referral,0
2769,9,295,1,1,12,550,Beauty,Tablet,Referral,0
2770,12,391,1,1,18,386,Home,Mobile,Email,0
2771,3,279,0,0,11,602,Books,Mobile,Email,0
2772,11,301,3,3,17,493,Beauty,Mobile,Email,0
2773,1,462,1,5,7,704,Sports,Tablet,Organic,0
2774,13,33,1,4,15,128,Beauty,Mobile,Social Media,0
2775,15,320,4,3,6,177,Clothing,Mobile,Referral,1
2776,5,470,4,3,6,599,Home,Desktop,Organic,0
2777,17,217,2,9,18,756,Beauty,Tablet,Email,1
2778,6,447,2,6,19,345,Home,Desktop,Email,0
2779,11,547,4,6,19,211,Books,Mobile,Social Media,1
2780,18,345,3,1,2,576,Beauty,Tablet,Email,1
2781,4,431,2,6,3,332,Electronics,Tablet,Referral,1
2782,3,330,3,1,14,587,Home,Desktop,Ads,0
2783,13,506,4,3,4,628,Sports,Desktop,Email,1
2784,9,596,2,0,17,33,Sports,Tablet,Social Media,0
2785,6,172,1,4,6,807,Beauty,Tablet,Ads,0
2786,12,550,4,0,19,136,Sports,Desktop,Referral,1
2787,2,174,2,3,9,104,Sports,Mobile,Referral,0
2788,3,575,3,8,4,69,Home,Tablet,Referral,1
2789,3,304,3,7,7,668,Beauty,Mobile,Social Media,0
2790,12,51,2,5,4,724,Home,Desktop,Ads,0
2791,15,294,3,7,11,148,Beauty,Tablet,Referral,1
2792,9,396,2,4,2,102,Sports,Desktop,Email,0
2793,8,147,2,6,10,581,Beauty,Tablet,Ads,0
2794,11,196,3,7,6,233,Books,Tablet,Referral,0
2795,16,440,0,6,8,125,Beauty,Desktop,Ads,1
2796,4,563,1,3,15,308,Clothing,Desktop,Email,1
2797,1,425,4,4,13,172,Beauty,Mobile,Organic,0
2798,7,435,1,9,2,144,Clothing,Desktop,Referral,1
2799,2,425,4,5,1,505,Home,Desktop,Email,0
2800,5,35,4,5,15,162,Clothing,Mobile,Social Media,0
2801,7,380,1,8,7,197,Home,Desktop,Referral,0
2802,4,394,2,9,18,274,Beauty,Mobile,Organic,0
2803,5,65,3,1,10,306,Home,Mobile,Email,0
2804,1,262,0,5,15,288,Sports,Desktop,Email,0
2805,1,115,0,2,5,75,Books,Mobile,Ads,0
2806,15,139,0,1,11,375,Beauty,Mobile,Referral,0
2807,19,385,1,5,8,876,Clothing,Mobile,Organic,1
2808,10,317,1,3,8,266,Books,Desktop,Social Media,0
2809,18,100,2,4,6,82,Electronics,Desktop,Ads,0
2810,3,402,0,4,15,177,Books,Mobile,Referral,0
2811,11,543,2,2,15,728,Beauty,Desktop,Organic,1
2812,15,119,0,3,5,562,Books,Tablet,Ads,0
2813,11,570,1,2,13,119,Books,Mobile,Organic,1
2814,17,594,3,6,14,262,Sports,Tablet,Organic,1
2815,17,349,3,0,11,756,Home,Desktop,Ads,0
2816,6,574,3,5,12,80,Books,Tablet,Ads,1
2817,5,365,3,3,1,694,Clothing,Desktop,Referral,0
2818,8,177,4,0,3,865,Clothing,Desktop,Ads,0
2819,2,566,0,0,8,657,Sports,Mobile,Referral,0
2820,16,461,3,4,12,423,Books,Tablet,Organic,1
2821,12,114,4,4,15,243,Books,Mobile,Ads,0
2822,6,159,4,9,3,480,Sports,Tablet,Referral,0
2823,1,155,4,6,8,368,Beauty,Desktop,Referral,0
2824,4,308,2,3,19,380,Electronics,Desktop,Social Media,0
2825,17,176,2,8,6,678,Electronics,Mobile,Referral,1
2826,13,57,4,3,18,314,Home,Tablet,Referral,0
2827,18,248,3,6,11,612,Clothing,Tablet,Social Media,1
2828,5,16,0,4,12,274,Beauty,Desktop,Email,0
2829,3,473,1,4,2,579,Clothing,Mobile,Ads,0
2830,11,462,2,5,5,757,Beauty,Desktop,Social Media,1
2831,13,380,3,7,4,668,Sports,Desktop,Referral,1
2832,4,558,3,4,9,613,Home,Mobile,Referral,0
2833,14,496,1,2,13,255,Sports,Tablet,Ads,1
